,fallacy_reason,fallacy_type,n_supporters,premise_content,premise_type,title,url
12576,,None,2,That's why it should be considered just like all the other religions out there.,however,"The Church of the Flying Spaghetti Monster should be seen and respected as a legitimate Religion (not just U.S, internationally) ",https://en.arguman.org/the-church-of-the-flying-spaghetti-monster-should-be-seen-and-respected-as-a-legitimate-religion-not-just-us-internationally
12577,,None,1,"For example one may be a philosophical materialist the other a dualist. Such a two are unlikely to reach agreement on many questions simply because of this difference. Neither materialism or dualism are however deemed true or false by any ""proof"".",because,"The Church of the Flying Spaghetti Monster should be seen and respected as a legitimate Religion (not just U.S, internationally) ",https://en.arguman.org/the-church-of-the-flying-spaghetti-monster-should-be-seen-and-respected-as-a-legitimate-religion-not-just-us-internationally
12578,,None,6,"Who is to say that it is no more legible than other religions, there is equal proof of their gods existence as there is to the FSM's",however,"The Church of the Flying Spaghetti Monster should be seen and respected as a legitimate Religion (not just U.S, internationally) ",https://en.arguman.org/the-church-of-the-flying-spaghetti-monster-should-be-seen-and-respected-as-a-legitimate-religion-not-just-us-internationally
12579,,None,2,A group that works in perfect cohesion and equally distributes labor is no different than a group that focuses on the individual and happens to result in equally distributed labor. My definition assumes that perfect capitalism results in equality.,because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12580,,None,2,"This flaw is found in any political system. However, Full Communism accounts and adjusts for greed in a more sensible and sustainable way than any other political system. Other systems typically do not account for, and even actively promote, the negative results of unbridled greed.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12581,,None,2,No society has ever taken all of the steps necessary because no such list of steps exists. No one has ever written a well specified set of action proposals for reproducibly achieving communism for which there is broad objective consensus on as being or resulting in the 'true' path.,but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12582,,None,1,"The only circumstance under which true communism could be achieved is everyone wanting it. That condition is also self-perpetuating. Therefore there is one step: spread its message until everyone wants it. If it hasn't happened yet, the world isn't ready, and if it has, the world is ready.",because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12583,,None,1,"There is payment in communism. ""with individuals being paid according to need, **and** **ability**. Skilled labor is rewarded in true communism. 

Saying that there is not payment is believing in an interpretation of communism designed to scare citizens of a capitalist society. ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12584,,None,2,"That is incorrect, as the existence of a government indicates the lack of true communism. Communism, by its very nature, isn't something you can try, it's something that naturally develops when a society meets certain standards. Communism cannot be forced, and thus we've never actually seen it.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12585,,None,1,"A commune does not have to be comprised of equals. You are thinking of the U.S.' propagandized interpretation. A true commune seeks only the betterment of the people within it, focusing on the wellbeing of it's members, over wealth. It is a small distinction, in reality, and does not exclude reward.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12586,,None,5,"True communism also abolishes the idea of an above average standard of living, and with the government bearing the full weight of the economy while trying to average out money distribution, the average standard of living sounds close to or equal to poverty as we see it today.",however,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12587,,None,1,"The payment is not in a monetary unit, rather, in necessities. Say you'd work for a shoe-making company. You'd get a certification of your work, and can present it at distribution centers, where you'd take from the shelves all you needed, and only what you needed. No reason to take more.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12588,,None,1,"Bread lines have nothing to do with Communism and Capitalism. Full Communism has been tested and tried in many countries in Latin America, showing major depressions as well.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12589,,None,1,"1: There is no ""communist doctrine"" there are hundreds if not thousands of different communist theories
2: There is no civil rights because there is no State to break those
3: Communism didn't kill 100 million people, the passage from Feudalism to State-Capitalism in China did.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12590,,None,2,"A person in a ""true communist"" society would never be in a situation where they cannot afford to eat after having spent all their money elsewhere, as in capitalism.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12591,,None,3,"'True communism' does not imply a better industry, because 'true communism' does not exist as a well specified set of policy proposals from which different people can objectively and repeatedly derive the same implications. That is to say, we can not reliably draw any implications from it at all.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12592,,None,1,"The industry will only produce top-notch equipment and goods, as the primary objective is to offer as much satisfaction to the people as possible. No scheduled obsolescence means that products won't be made with the intent to need reparing and there won't be as many little updates to said products.",because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12593,,None,2,"When an individual is awarded for his/her works/abilities alone, they are superior, yet not elite. Put another way, doctors should be paid more than clerks, but doctors should not be allowed to use that wealth to build more wealth, as it would exclude those who do not have wealth from the same. ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12594,,None,2,"the states referenced in your source actually dont follow a True Communist framework. Deaths in Russia and China due to ""communism"" are actually deaths under capitalism since these societies never established truly communist states",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12595,,None,1,"""with it's members being paid according to need, and ability"" - Marx

",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12596,,None,4,"Human conscience is derived from material conditions, and is malleable. Men would have no motives to be greedy if everybody has access to all the resources. Thus, conscience is dependent on the current economic system.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12597,,None,7,"Bread lines also occurred during the major depressions caused by unbridled, unrestrained capitalism, a system which has been practically tried and tested, unlike Full Communism.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12598,,None,1,Unsubstantiated claim of superiority over an unspecified number of alternatives without any specific comparison or reference to measurable properties.,but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12599,,None,1,"There is such thing as true communism in theory, and we don't know it will never work because we have never taken all the steps required to shift to a true communist society.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12600,,None,1,But what would make people put all the effort in becoming a doctor for example if they're going to be paid like everyone else.,because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12601,,None,3,This can justify slavery ,but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12602,,None,1,"Again. True communism doesn't kill in theory. But any deviation from perfection results in massive turmoil. Communism that isn't 100% communism doesn't make it capitalism. While the free market doesn't gaurantee human rights, it is the system that values human rights the most ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12603,,None,1,"A society without money would be needlessly inefficient, because money is one of the most direct tools a society has for incentivizing the completion of socially necessary labor which would otherwise not be performed or prioritized in the absence of an incentive.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12604,,None,1,Nirvana Fallacy ,but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12605,,None,1,"Your argument has no basis other than pure belief. Also, human conscience changes throughout the times: There is no more slavery, yet everyone who wasn't a slave in 100 b.C thought it would never change.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12606,,None,2,"""Something that naturally develops when a society meets certain standars"" sounds like something that cannot, and should not be pursued.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12607,,None,2,"If you are rewarded for ability in a communist government, that in itself allows for the formation of an elite class which is what communism sets out to abolish in the first place ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12608,,None,1,.. so is sustainable capitalism.,however,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12609,,None,2,"There is no scientific consensus about what ""human nature"" is. Greed is a social construct and would be unnecessary under communism in an abundant society.  ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12610,,None,2,"Capitalism cannot remove all aspects of economy or poverty, because it cannot remove the affect from outside economies.
You would first need to remove the possibility for anyone to gain any riches from trading with any outside economies.",because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12611,,None,1,"Regulation does not constitute a change in ownership of a market from private to state. It is a relationship between the participants, in some cases through elected officials, and businesses. ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12612,,None,1,"Pride and conscience play a fundamental role. A manufacturer would sleep better at night if they make sure they're offering the most comfort possible to the community. Scientists would search for new drugs to help the unhealthy, and take pride on their achievement. Piety is also determinant.",however,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12613,,None,4,"This is simply not true. Human attitudes and behaviour are constantly reshaped by the changing economic systems in which people find themselves. The only thing that can be said for certain is that the current economic system, capitalism, promotes greed as a human trait. Humans are cooperative animls",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12614,,None,1,"The weight of the evidence of history is against this claim. Those countries are typically authoritarian state-capitalist. If the state exists at all, it's not Full Communism.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12615,,None,2,"It can only be pursued from an individual standpoint. Therefore, any attempt to instigate change to communism that isn't from an individual point of view is null because it's not technically communism. Therefor it should not be pursued by any means other than personal revelation ",because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12616,,None,1,"The victimization of a scapegoat is always the end game of communism, because it's impossible to force everyone to be equal, which causes strife. This is why every attempt at communism ends up with people needlessly dying. Protection of innocents is always better than economic equality. ",however,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12617,,None,8,"In science, a theory is an integrated explanation for a class of real world observations, that are subjected to empirical tests, and found to be dovetailed with reality. There is a distinction between proof and evidence in that proof is a formal procedure in pure mathematics.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12618,,None,1,Even if there no scientific theory or law in favor of creationism that does not force us to conclude the universe was not created and that creationism isn't a true explanation for the presence of the universe.,however,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12619,,None,2,The opening argument claims that creationism is not compatible with science so it is this claim that must be substantiated not the questions that I asked. So what is there in science that is not compatible with creation? I think they're compatible.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12620,,None,1,"There is no way of telling, whether this hypothetical situation is possible _in principle_. 

Ie. It is not clear, whether even if we understood universe completely, it would be possible to make such a program, therefore the premise doesn't add anything one way or another.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12621,,None,1,"Religion is like science, where it changes over time and does not get it perfect the right time. 

There is reason to believe Genesis in the bible was poetry, and was not meant to be taken literally(see source). This does not make the entire Bible like this.  ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12622,,None,2,"We don't know why or how the universe came to be, but that doesn't mean we'll never know. Saying ""We don't have another theory, so God did it"" doesn't provide evidence or proof. We must assume the neutral ground of ""I don't know"" before we find out.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12623,,None,2,"Then all you know about god is from what 12  people claimed, two thousand years ago. A time where the average person worshiped gods of thunder and stones and believed in witchcraft and magic. I cannot tell you whether you should believe or not, but make sure you know who you're listening to. ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12624,,None,2,The Earth is demonstrably older than 7000 years.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12625,,None,1,The question remains - what material explanation could there be for the presence of the material universe? How can one attribute the existence of the universe to the universe?,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12626,,None,1,"One must believe that belief underpins theory. One must believe that one must believe the world can be explained by theories ... one must believe that belief is required for the scientific method as a way to the ""truth"". One must believe that it is absurd to dismiss belief.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12627,,None,1,"It's impossible to show that anything is 100% factual, so the best possible way of approaching what is true is through theories. ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12628,,None,1,But the only difference between a belief and a theory is that a theory is actually supported by evidence. Beliefs are therefore meaningless.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12629,,None,1,"Since there is not one single scientific theory or law in favor of creationism, I came to the simple conclusion that there is no evidence for it. If you want to show me the opposite, give me a link with scientific proof.",because,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12630,,None,4,How can you attribute the creation of the universe to anything but the universe itself? There is proof that the universe exists at least. Any outside creator would bear the scrutiny of its own origin (i.e. Well then who made god?) and it would require evidence that it actually exists as a thing.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12631,,None,4,There is not a single piece of evidence for it.,because,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12632,,None,4,"The burden of proof is on the creationist to prove it, not on the scientist to dispute it.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12633,,None,8,"In science, a theory is an integrated explanation for a class of real world observations, that are subjected to empirical tests, and found to be dovetailed with reality. There is a distinction between proof and evidence in that proof is a formal procedure in pure mathematics.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12634,,None,1,Even if there no scientific theory or law in favor of creationism that does not force us to conclude the universe was not created and that creationism isn't a true explanation for the presence of the universe.,however,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12635,,None,2,The opening argument claims that creationism is not compatible with science so it is this claim that must be substantiated not the questions that I asked. So what is there in science that is not compatible with creation? I think they're compatible.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12636,,None,1,"There is no way of telling, whether this hypothetical situation is possible _in principle_. 

Ie. It is not clear, whether even if we understood universe completely, it would be possible to make such a program, therefore the premise doesn't add anything one way or another.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12637,,None,1,"Religion is like science, where it changes over time and does not get it perfect the right time. 

There is reason to believe Genesis in the bible was poetry, and was not meant to be taken literally(see source). This does not make the entire Bible like this.  ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12638,,None,2,"We don't know why or how the universe came to be, but that doesn't mean we'll never know. Saying ""We don't have another theory, so God did it"" doesn't provide evidence or proof. We must assume the neutral ground of ""I don't know"" before we find out.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12639,,None,2,"Then all you know about god is from what 12  people claimed, two thousand years ago. A time where the average person worshiped gods of thunder and stones and believed in witchcraft and magic. I cannot tell you whether you should believe or not, but make sure you know who you're listening to. ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12640,,None,2,The Earth is demonstrably older than 7000 years.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12641,,None,1,The question remains - what material explanation could there be for the presence of the material universe? How can one attribute the existence of the universe to the universe?,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12642,,None,1,"One must believe that belief underpins theory. One must believe that one must believe the world can be explained by theories ... one must believe that belief is required for the scientific method as a way to the ""truth"". One must believe that it is absurd to dismiss belief.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12643,,None,1,"It's impossible to show that anything is 100% factual, so the best possible way of approaching what is true is through theories. ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12644,,None,1,But the only difference between a belief and a theory is that a theory is actually supported by evidence. Beliefs are therefore meaningless.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12645,,None,1,"Since there is not one single scientific theory or law in favor of creationism, I came to the simple conclusion that there is no evidence for it. If you want to show me the opposite, give me a link with scientific proof.",because,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12646,,None,4,How can you attribute the creation of the universe to anything but the universe itself? There is proof that the universe exists at least. Any outside creator would bear the scrutiny of its own origin (i.e. Well then who made god?) and it would require evidence that it actually exists as a thing.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12647,,None,4,There is not a single piece of evidence for it.,because,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12648,,None,4,"The burden of proof is on the creationist to prove it, not on the scientist to dispute it.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12649,,None,8,"In science, a theory is an integrated explanation for a class of real world observations, that are subjected to empirical tests, and found to be dovetailed with reality. There is a distinction between proof and evidence in that proof is a formal procedure in pure mathematics.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12650,,None,1,Even if there no scientific theory or law in favor of creationism that does not force us to conclude the universe was not created and that creationism isn't a true explanation for the presence of the universe.,however,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12651,,None,2,The opening argument claims that creationism is not compatible with science so it is this claim that must be substantiated not the questions that I asked. So what is there in science that is not compatible with creation? I think they're compatible.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12652,,None,1,"There is no way of telling, whether this hypothetical situation is possible _in principle_. 

Ie. It is not clear, whether even if we understood universe completely, it would be possible to make such a program, therefore the premise doesn't add anything one way or another.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12653,,None,1,"Religion is like science, where it changes over time and does not get it perfect the right time. 

There is reason to believe Genesis in the bible was poetry, and was not meant to be taken literally(see source). This does not make the entire Bible like this.  ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12654,,None,2,"We don't know why or how the universe came to be, but that doesn't mean we'll never know. Saying ""We don't have another theory, so God did it"" doesn't provide evidence or proof. We must assume the neutral ground of ""I don't know"" before we find out.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12655,,None,2,"Then all you know about god is from what 12  people claimed, two thousand years ago. A time where the average person worshiped gods of thunder and stones and believed in witchcraft and magic. I cannot tell you whether you should believe or not, but make sure you know who you're listening to. ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12656,,None,2,The Earth is demonstrably older than 7000 years.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12657,,None,1,The question remains - what material explanation could there be for the presence of the material universe? How can one attribute the existence of the universe to the universe?,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12658,,None,1,"One must believe that belief underpins theory. One must believe that one must believe the world can be explained by theories ... one must believe that belief is required for the scientific method as a way to the ""truth"". One must believe that it is absurd to dismiss belief.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12659,,None,1,"It's impossible to show that anything is 100% factual, so the best possible way of approaching what is true is through theories. ",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12660,,None,1,But the only difference between a belief and a theory is that a theory is actually supported by evidence. Beliefs are therefore meaningless.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12661,,None,1,"Since there is not one single scientific theory or law in favor of creationism, I came to the simple conclusion that there is no evidence for it. If you want to show me the opposite, give me a link with scientific proof.",because,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12662,,None,4,How can you attribute the creation of the universe to anything but the universe itself? There is proof that the universe exists at least. Any outside creator would bear the scrutiny of its own origin (i.e. Well then who made god?) and it would require evidence that it actually exists as a thing.,but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12663,,None,4,There is not a single piece of evidence for it.,because,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12664,,None,4,"The burden of proof is on the creationist to prove it, not on the scientist to dispute it.",but,Creationism is not compatible with current scientific theories and discoveries.,https://en.arguman.org/creationism-is-not-compatible-with-current-scientific-theories-and-discoveries
12665,,None,2,A group that works in perfect cohesion and equally distributes labor is no different than a group that focuses on the individual and happens to result in equally distributed labor. My definition assumes that perfect capitalism results in equality.,because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12666,,None,2,"This flaw is found in any political system. However, Full Communism accounts and adjusts for greed in a more sensible and sustainable way than any other political system. Other systems typically do not account for, and even actively promote, the negative results of unbridled greed.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12667,,None,2,No society has ever taken all of the steps necessary because no such list of steps exists. No one has ever written a well specified set of action proposals for reproducibly achieving communism for which there is broad objective consensus on as being or resulting in the 'true' path.,but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12668,,None,1,"The only circumstance under which true communism could be achieved is everyone wanting it. That condition is also self-perpetuating. Therefore there is one step: spread its message until everyone wants it. If it hasn't happened yet, the world isn't ready, and if it has, the world is ready.",because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12669,,None,1,"There is payment in communism. ""with individuals being paid according to need, **and** **ability**. Skilled labor is rewarded in true communism. 

Saying that there is not payment is believing in an interpretation of communism designed to scare citizens of a capitalist society. ",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12670,,None,2,"That is incorrect, as the existence of a government indicates the lack of true communism. Communism, by its very nature, isn't something you can try, it's something that naturally develops when a society meets certain standards. Communism cannot be forced, and thus we've never actually seen it.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12671,,None,1,"A commune does not have to be comprised of equals. You are thinking of the U.S.' propagandized interpretation. A true commune seeks only the betterment of the people within it, focusing on the wellbeing of it's members, over wealth. It is a small distinction, in reality, and does not exclude reward.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12672,,None,5,"True communism also abolishes the idea of an above average standard of living, and with the government bearing the full weight of the economy while trying to average out money distribution, the average standard of living sounds close to or equal to poverty as we see it today.",however,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12673,,None,1,"The payment is not in a monetary unit, rather, in necessities. Say you'd work for a shoe-making company. You'd get a certification of your work, and can present it at distribution centers, where you'd take from the shelves all you needed, and only what you needed. No reason to take more.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12674,,None,1,"Bread lines have nothing to do with Communism and Capitalism. Full Communism has been tested and tried in many countries in Latin America, showing major depressions as well.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12675,,None,1,"1: There is no ""communist doctrine"" there are hundreds if not thousands of different communist theories
2: There is no civil rights because there is no State to break those
3: Communism didn't kill 100 million people, the passage from Feudalism to State-Capitalism in China did.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12676,,None,2,"A person in a ""true communist"" society would never be in a situation where they cannot afford to eat after having spent all their money elsewhere, as in capitalism.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12677,,None,3,"'True communism' does not imply a better industry, because 'true communism' does not exist as a well specified set of policy proposals from which different people can objectively and repeatedly derive the same implications. That is to say, we can not reliably draw any implications from it at all.",but,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
12678,,None,1,"The industry will only produce top-notch equipment and goods, as the primary objective is to offer as much satisfaction to the people as possible. No scheduled obsolescence means that products won't be made with the intent to need reparing and there won't be as many little updates to said products.",because,"True communism is better than capitalism, and should be pursued.",https://en.arguman.org/true-communism-is-better-than-capitalism-and-should-be-pursued
